1671782863,0.0
1671782868,0.0
1671782873,0.0
1671782878,0.0
1671782883,0.0
1671782888,0.0
1671782893,0.0
1671782898,0.0
1671782903,0.0
1671782908,0.0
1671782913,0.0
1671782918,0.0
1671782923,0.0
1671782928,0.0
1671782933,0.0
1671782938,0.0
1671782943,0.0
1671782948,0.0
1671782953,0.0
1671782958,0.0
1671782963,0.0
1671782968,0.0
1671782973,0.0
1671782978,0.0
1671782983,0.0
1671782988,0.0
1671782993,0.0
1671782998,0.0
1671783003,0.0
1671783008,0.0
1671783013,0.0
1671783018,0.0
1671783023,0.0
1671783028,0.0
1671783033,0.0
1671783038,0.0
1671783043,0.0
1671783048,0.0
1671783053,0.0
1671783058,0.0
1671783063,0.0
1671783068,0.0
1671783073,0.0
1671783078,0.0
1671783083,0.0
1671783088,0.0
1671783093,0.0
1671783098,0.0
1671783103,0.0
1671783108,0.0
1671783113,0.0
1671783118,0.0
1671783123,0.0
1671783128,0.0
1671783133,0.0
1671783138,0.0
1671783143,0.0
1671783148,0.0
1671783153,0.0
1671783158,0.0
1671783163,0.0
1671783168,0.0
1671783173,0.0
1671783178,0.0
1671783183,0.0
1671783188,0.0
1671783193,0.0
1671783198,0.0
1671783203,0.0
1671783208,0.0
1671783213,0.0
1671783218,0.0
1671783223,0.0
1671783228,0.0
1671783233,0.0
1671783238,0.0
1671783243,0.0
1671783248,0.0
1671783253,0.0
1671783258,0.0
1671783263,0.0
1671783268,0.0
1671783273,0.0
1671783278,0.0
1671783283,0.0
1671783288,0.0
1671783293,0.0
1671783298,0.0
1671783303,0.0
1671783308,0.0
1671783313,0.0
1671783318,0.0
1671783323,0.0
1671783328,0.0
1671783333,0.0
1671783338,0.0
1671783343,0.0
1671783348,0.0
1671783353,0.0
1671783358,0.0
1671783363,0.0
1671783368,0.0
1671783373,0.0
1671783378,0.0
1671783383,0.0
1671783388,0.0
1671783393,0.0
1671783398,0.0
1671783403,0.0
1671783408,0.0
1671783413,0.0
1671783418,0.0
1671783423,0.0
1671783428,0.0
1671783433,0.0
1671783438,0.0
1671783443,0.0
1671783448,0.0
1671783453,0.0
